329.988	75.05341	76.98221	76.97783	77.27421	74.76629
330.498	70.10331	73.16789	71.89177	72.51802	67.14955
331.008	62.17902	64.37186	60.04122	63.30189	56.27242
331.518	52.15926	53.41877	47.12321	52.54535	46.44093
332.022	41.04808	42.61703	36.24739	41.90321	38.13003
332.532	30.88895	32.81474	27.1933	32.14169	30.5411
333.042	22.89553	24.06874	20.44269	23.47454	23.60305
333.552	17.00048	17.31375	15.89449	16.78693	17.63553
334.062	12.70788	12.56601	12.1849	12.11515	13.01517
334.572	10.051	9.43011	9.05846	9.12627	9.71468
335.082	8.11178	7.43873	6.84605	7.3627	7.535
335.592	6.44581	6.04772	5.5129	6.04374	6.22714
336.096	5.28801	5.0885	4.78558	5.09723	5.36221
336.606	4.61341	4.5138	4.39149	4.5346	4.70731
337.116	4.24457	4.1939	4.18356	4.22166	4.27628
337.626	4.04265	4.0143	4.06446	4.0481	4.02156
338.136	3.92534	3.91127	3.97839	3.94807	3.87877
338.646	3.86017	3.8542	3.91914	3.88971	3.79422
339.156	3.81249	3.81561	3.88036	3.85382	3.74291
339.666	3.77344	3.78546	3.85433	3.82406	3.71158
340.17	3.74647	3.76473	3.83581	3.80246	3.68796
340.68	3.72677	3.7489	3.82079	3.78526	3.66806
341.19	3.71279	3.73525	3.8105	3.77327	3.65304
341.7	3.7043	3.72665	3.80122	3.76459	3.6427
342.21	3.69345	3.71665	3.79375	3.75515	3.63432
342.72	3.68666	3.71135	3.78708	3.74628	3.62737
343.23	3.68078	3.70389	3.77987	3.74133	3.62028
343.74	3.67163	3.69764	3.77356	3.73678	3.61263
344.244	3.66729	3.69381	3.7669	3.73074	3.60809
344.754	3.66114	3.68863	3.76289	3.72442	3.60384
345.264	3.65515	3.68397	3.75773	3.71994	3.5984
345.774	3.65283	3.68011	3.75376	3.71528	3.59472
346.284	3.64768	3.67616	3.74974	3.71113	3.59216
346.794	3.64409	3.67216	3.74435	3.70638	3.58925
347.304	3.64112	3.66999	3.74127	3.70457	3.58376
347.814	3.63747	3.66714	3.73722	3.69961	3.58061
348.318	3.63354	3.66202	3.73383	3.69793	3.57748
348.828	3.63126	3.66077	3.7303	3.69301	3.57523
349.338	3.62678	3.65679	3.72686	3.68946	3.57156
349.848	3.62573	3.65238	3.72429	3.68694	3.56967
350.358	3.62256	3.65094	3.72123	3.68368	3.56718
350.868	3.62175	3.6491	3.71836	3.68156	3.56472
351.378	3.61742	3.64715	3.71532	3.68113	3.56127
351.888	3.61521	3.64388	3.71413	3.6763	3.55982
352.392	3.61075	3.64228	3.71095	3.67425	3.55863
352.902	3.61114	3.63969	3.70885	3.67234	3.55508
353.412	3.60977	3.63687	3.70574	3.66958	3.55347
353.922	3.60614	3.63485	3.70392	3.6661	3.55239
354.432	3.60451	3.63336	3.70115	3.66567	3.54923
354.942	3.60269	3.63206	3.69998	3.66336	3.549
355.452	3.60057	3.62965	3.69711	3.66083	3.54716
355.956	3.59847	3.62843	3.69535	3.65924	3.54368
356.466	3.59726	3.62633	3.69368	3.65772	3.54327
356.976	3.59545	3.6242	3.69223	3.65582	3.54047
357.486	3.59346	3.62233	3.68957	3.65361	3.53935
357.996	3.59186	3.62082	3.68691	3.65254	3.53795
358.506	3.59048	3.61924	3.68565	3.65098	3.53651
359.016	3.58751	3.61807	3.68465	3.64781	3.53458
359.526	3.58632	3.61702	3.6827	3.64781	3.53452
360.03	3.58589	3.61587	3.68074	3.64588	3.53225
360.54	3.5834	3.61444	3.68056	3.64468	3.53075
361.05	3.58293	3.61166	3.67791	3.64323	3.52903
361.56	3.58015	3.61078	3.67658	3.64106	3.52781
362.07	3.58059	3.60972	3.67505	3.64115	3.52616
