0	0.00E+00	0	0	0	0
0.51	0.2063	0.20656	2.17E-02	1.94E-01	1.99E-01
1.02	3.19462	3.67385	1.78325	3.63251	3.84158
1.53	10.51926	13.65447	9.58368	13.9236	14.65998
2.04	19.54651	27.11517	22.07339	27.92146	27.86913
2.55	30.85843	38.84434	34.76286	40.21011	40.0132
3.054	42.85344	47.70785	44.24017	49.4363	49.3304
3.564	52.54794	55.59391	51.98817	56.38846	55.38298
4.074	59.30884	62.27759	58.80445	61.83359	59.87928
4.584	63.65221	66.86183	64.02477	65.92565	63.86078
5.094	66.29288	69.57663	67.3745	68.70094	66.70503
5.604	67.80768	71.09584	69.31017	70.38881	68.43597
6.114	68.61231	71.9493	70.39804	71.3534	69.43286
6.624	69.28233	72.44326	71.028	71.91897	70.00861
7.128	69.78731	72.73943	71.4004	72.26808	70.35761
7.638	70.1374	72.94403	71.64812	72.49149	70.57226
8.148	70.38464	73.09961	71.84195	72.65037	70.7124
8.658	70.56603	73.21345	71.99166	72.77706	70.83807
9.168	70.69326	73.29525	72.10862	72.88388	70.9455
9.678	70.78628	73.35774	72.20446	72.97116	71.0343
10.188	70.84661	73.40291	72.28151	73.04336	71.11481
10.698	70.90091	73.44222	72.34435	73.10461	71.18464
11.202	70.95523	73.47177	72.39364	73.15536	71.24562
11.712	71.01251	73.49895	72.43695	73.20078	71.29877
12.222	71.07361	73.52437	72.47767	73.23615	71.33796
12.732	71.13542	73.54751	72.51756	73.27389	71.37512
13.242	71.19077	73.57226	72.55661	73.30776	71.41351
13.752	71.23777	73.59515	72.60031	73.34736	71.45284
14.262	71.2779	73.6194	72.64642	73.38375	71.49227
14.772	71.30893	73.64068	72.68794	73.42543	71.53919
15.276	71.34238	73.6618	72.72522	73.46279	71.58579
15.786	71.37966	73.6773	72.75841	73.49695	71.62524
16.296	71.42583	73.69603	72.78964	73.5268	71.65928
16.806	71.47	73.71358	72.82151	73.55327	71.68779
17.316	71.51742	73.73062	72.85122	73.58217	71.71672
17.826	71.55921	73.75203	72.88458	73.60847	71.74703
18.336	71.59489	73.7682	72.92337	73.64173	71.7776
18.846	71.62001	73.78631	72.95791	73.67346	71.81705
19.35	71.64769	73.80273	72.99089	73.70586	71.85382
19.86	71.67925	73.81899	73.0234	73.73811	71.888
20.37	71.7122	73.83453	73.05085	73.76527	71.91936
20.88	71.74995	73.84922	73.07774	73.78625	71.94532
21.39	71.79089	73.86275	73.10476	73.81354	71.97287
21.9	71.82371	73.88093	73.13481	73.83775	71.99534
22.41	71.86014	73.89534	73.16483	73.86299	72.02161
22.92	71.88379	73.91195	73.19726	73.88801	72.05147
23.424	71.90628	73.92701	73.22713	73.91495	72.08449
23.934	71.92967	73.93902	73.25539	73.93978	72.11555
24.444	71.95778	73.95209	73.27797	73.96412	72.14319
24.954	71.98934	73.96292	73.29972	73.9833	72.16505
25.464	72.02507	73.97799	73.32185	74.00505	72.18841
25.974	72.05674	73.98921	73.34695	74.02358	72.21102
26.484	72.08366	74.00564	73.37264	74.04645	72.23159
26.994	72.10454	74.01426	73.39897	74.07095	72.25479
27.498	72.12421	74.02766	73.42861	74.09125	72.28185
28.008	72.1448	74.03899	73.45076	74.11658	72.30801
28.518	72.16782	74.05005	73.47358	74.13552	72.33128
29.028	72.19385	74.06236	73.49263	74.15334	72.35487
29.538	72.22095	74.07059	73.51073	74.1723	72.37074
30.048	72.24902	74.07958	73.53049	74.18733	72.38983
30.558	72.2718	74.09146	73.5524	74.20641	72.40663
31.068	72.29365	74.1027	73.57301	74.22801	72.42706
31.572	72.30866	74.10938	73.5977	74.24457	72.44939
32.082	72.32448	74.11957	73.62015	74.26347	72.47469
32.592	72.34489	74.12845	73.64027	74.28356	72.49641
33.102	72.3628	74.1335	73.65687	74.29935	72.51312
33.612	72.3873	74.14328	73.67367	74.31703	72.53078
34.122	72.41132	74.15265	73.69327	74.33035	72.54506
34.632	72.43316	74.16011	73.7095	74.34497	72.56092
35.142	72.45167	74.17028	73.72895	74.35977	72.57705
35.646	72.46598	74.1772	73.74946	74.37755	72.59465
36.156	72.48273	74.18564	73.76723	74.39573	72.61383
36.666	72.49887	74.19591	73.78413	74.41195	72.63352
37.176	72.51465	74.2032	73.80059	74.42601	72.64924
37.686	72.53159	74.2121	73.81451	74.43846	72.66563
38.196	72.55226	74.21907	73.82936	74.45252	72.67832
38.706	72.57001	74.22972	73.84601	74.46432	72.69252
39.216	72.58751	74.23923	73.86205	74.47754	72.70604
39.72	72.60191	74.24576	73.87708	74.49009	72.71932
40.23	72.6161	74.25646	73.8945	74.50344	72.73713
40.74	72.62871	74.26654	73.90947	74.51975	72.75294
41.25	72.643	74.27419	73.92193	74.53558	72.76696
41.76	72.6583	74.28155	73.93691	74.54597	72.77997
42.27	72.67553	74.28991	73.94934	74.55558	72.79362
42.78	72.69012	74.29548	73.96156	74.56618	72.80432
43.29	72.70647	74.30699	73.97608	74.5816	72.81646
43.794	72.72011	74.31289	73.98741	74.59242	72.82986
44.304	72.73372	74.32408	74.00184	74.60338	72.84259
44.814	72.74384	74.33016	74.01516	74.61632	72.8558
45.324	72.75632	74.33959	74.03203	74.62555	72.86938
45.834	72.76914	74.34736	74.04549	74.63549	72.88169
46.344	72.78374	74.35285	74.05938	74.64678	72.89004
46.854	72.79618	74.36175	74.06879	74.6558	72.90227
47.364	72.81166	74.3719	74.07897	74.66627	72.91288
47.868	72.82394	74.37745	74.09041	74.67815	72.92379
48.378	72.83471	74.38538	74.10403	74.6878	72.93373
48.888	72.84497	74.39585	74.11485	74.69845	72.94713
49.398	72.85338	74.40309	74.12535	74.71093	72.95548
49.908	72.86412	74.40886	74.13652	74.72091	72.96788
50.418	72.87672	74.41625	74.14753	74.73085	72.97785
50.928	72.88827	74.42155	74.16144	74.74055	72.98655
51.438	72.89908	74.42678	74.17031	74.74809	72.99465
51.942	72.91126	74.43383	74.17991	74.75809	73.00536
52.452	72.92021	74.4409	74.19117	74.76537	73.01497
52.962	72.92867	74.44782	74.20207	74.77676	73.0281
53.472	72.93926	74.45625	74.2095	74.78406	73.03709
53.982	72.94896	74.46184	74.22124	74.79407	73.04488
54.492	72.95788	74.46883	74.23241	74.80167	73.05187
54.996	72.96872	74.47715	74.2424	74.80807	73.06127
55.512	72.97904	74.48023	74.25066	74.81609	73.07098
56.016	72.98846	74.48922	74.25984	74.82472	73.07955
56.526	72.99794	74.49749	74.27134	74.83429	73.08878
57.036	73.00796	74.50316	74.28136	74.84123	73.097
57.546	73.01536	74.51041	74.28872	74.8507	73.10638
58.056	73.02343	74.51696	74.29769	74.85748	73.11365
58.566	73.03146	74.52134	74.30597	74.86337	73.12354
59.076	73.03979	74.52517	74.31534	74.87383	73.1317
59.586	73.05255	74.53405	74.32543	74.88047	73.13715
60.09	73.06007	74.54117	74.3341	74.8867	73.14525
60.6	73.06986	74.54602	74.34115	74.89636	73.15538
61.11	73.08063	74.55391	74.35174	74.90463	73.16151
61.62	73.08668	74.55885	74.36104	74.90982	73.16709
62.13	73.09614	74.56483	74.36879	74.91737	73.17607
62.64	73.10244	74.57031	74.37807	74.92734	73.18339
63.15	73.11078	74.57737	74.38492	74.93388	73.19096
63.654	73.11853	74.58297	74.39356	74.94289	73.19733
64.164	73.1269	74.59011	74.40165	74.94891	73.20466
64.674	73.13602	74.59585	74.4063	74.95539	73.21304
65.184	73.14251	74.60326	74.41638	74.96428	73.22063
65.694	73.15139	74.60869	74.42131	74.97114	73.22771
66.204	73.15785	74.61476	74.43003	74.975	73.23485
66.714	73.1631	74.62101	74.44005	74.98453	73.24284
67.224	73.17183	74.62543	74.45224	74.99045	73.24919
67.728	73.17747	74.63169	74.45761	74.99727	73.25497
68.238	73.18726	74.63814	74.46586	75.00159	73.26381
68.748	73.195	74.64393	74.47094	75.0078	73.2681
69.258	73.20091	74.64972	74.47921	75.01441	73.2756
69.768	73.21027	74.65701	74.48816	75.02145	73.28209
70.278	73.21233	74.66255	74.49468	75.02956	73.28921
70.788	73.22163	74.66784	74.50265	75.03477	73.2961
71.298	73.22942	74.67516	74.50915	75.04391	73.30202
71.802	73.23746	74.68049	74.51795	75.04815	73.31112
72.312	73.24434	74.68617	74.52505	75.05417	73.31366
72.822	73.25092	74.69132	74.52928	75.06199	73.31973
73.332	73.25692	74.69589	74.53655	75.06634	73.32682
73.842	73.26238	74.70145	74.5439	75.07119	73.33158
74.352	73.26864	74.70776	74.54972	75.07717	73.33846
74.862	73.27373	74.71222	74.55802	75.08309	73.34559
75.372	73.28271	74.71632	74.56613	75.09124	73.35212
75.876	73.28941	74.72252	74.5731	75.0988	73.35794
76.386	73.29775	74.72519	74.58026	75.10416	73.3637
76.896	73.30328	74.73182	74.58604	75.10948	73.37049
77.406	73.3098	74.73771	74.59282	75.11637	73.37603
77.916	73.31585	74.74537	74.59984	75.12151	73.38226
78.426	73.32017	74.74785	74.60583	75.12837	73.38683
78.936	73.32705	74.75653	74.61153	75.1345	73.39185
79.44	73.33209	74.76301	74.61545	75.13924	73.40171
79.95	73.33894	74.76545	74.62257	75.1426	73.40774
80.46	73.34675	74.77157	74.63152	75.15004	73.41363
80.97	73.35315	74.77817	74.63704	75.15711	73.41707
81.48	73.36013	74.78133	74.64404	75.16228	73.42171
81.99	73.36649	74.78891	74.64859	75.1684	73.43117
82.5	73.37241	74.79273	74.65541	75.17094	73.43638
83.01	73.37664	74.79939	74.6634	75.17868	73.44249
83.52	73.38058	74.80597	74.66826	75.18349	73.44777
84.024	73.38753	74.81028	74.6752	75.18778	73.45177
84.534	73.39298	74.81548	74.67964	75.19205	73.4575
85.044	73.40227	74.82276	74.68667	75.19997	73.46346
85.554	73.40725	74.82613	74.68992	75.20632	73.46798
86.064	73.412	74.8328	74.69778	75.2107	73.4732
86.574	73.41862	74.83698	74.70356	75.21456	73.4796
87.084	73.42329	74.84274	74.71111	75.22209	73.48568
87.588	73.42827	74.84644	74.71925	75.22708	73.49123
88.098	73.43639	74.85097	74.72348	75.23452	73.4961
88.608	73.44244	74.85621	74.72773	75.23819	73.4995
89.118	73.44921	74.86337	74.73255	75.24237	73.50462
89.628	73.45253	74.86964	74.73866	75.24712	73.5115
90.138	73.46068	74.8743	74.74423	75.25427	73.516
90.648	73.46576	74.88154	74.75066	75.26065	73.5221
91.158	73.4711	74.8837	74.75728	75.26396	73.52756
91.668	73.47714	74.89041	74.76398	75.26628	73.53114
92.172	73.48262	74.89758	74.7707	75.27173	73.53903
92.682	73.48822	74.90142	74.77422	75.27683	73.54364
93.192	73.49181	74.90699	74.78035	75.28204	73.54805
93.702	73.4974	74.91127	74.78565	75.2904	73.55451
94.212	73.50362	74.91719	74.79375	75.2948	73.56176
94.722	73.50922	74.92303	74.8012	75.30177	73.56932
95.232	73.51465	74.92869	74.8052	75.30825	73.57239
95.736	73.52147	74.93164	74.80909	75.31374	73.57659
96.246	73.52796	74.9363	74.81648	75.31812	73.58248
96.756	73.53304	74.94135	74.82225	75.31949	73.58806
97.266	73.53931	74.9463	74.82752	75.32548	73.59306
97.776	73.54373	74.95524	74.83277	75.33016	73.599
